approach,split,cluster,contracts,events,series,dominant_series,dominant_series_share,category,mean_price,price_sd,price_p10,price_p90,mean_text_cosine,representative_titles
text,train,10,288,210,70,538APPROVE,0.2465277777777778,unavailable,0.2079716911389786,0.19852290923448873,0.03,0.4996947565543074,0.8245711496061386,"Will the yield of 10-year U.S. treasury notes be between 4.39 and 4.41 on Mar 29, 2024? 4.39% to 4.41% | Will the yield of 10-year U.S. treasury notes be between 4.38 and 4.40 on May 20, 2024? 4.38% to 4.4% | Will the President's approval rating on Silver Bulletin be between 47.1 and 47.5? 47.1% to 47.5% | Will the yield of 10-year U.S. treasury notes be between 4.43 and 4.45 on May 6, 2024? 4.43% to 4.45% | Will the President's approval rating be between 48.1 and 48.5 according to RealClearPolitics? 48.1 to 48.5"
text,train,11,313,265,78,KXATPMATCH,0.19808306709265175,unavailable,0.38490685143871467,0.28660007101745544,0.027109890109890112,0.7913991670110959,0.9699606966714577,Will Cameron Champ win the RBC Canadian Open? Cameron Champ | Will Lando Norris win the F1 Australian Grand Prix? Lando Norris | Will Robert Macintyre win the RBC Canadian Open? Robert Macintyre | Will Rasmus Neergaard-Petersen win the Genesis Scottish Open? Rasmus Neergaard-Petersen | Will Thriston Lawrence win the Genesis Scottish Open? Thriston Lawrence
text,train,12,347,222,15,KXETH,0.7550432276657061,unavailable,0.24455001114917715,0.15823743412074134,0.07876190476190477,0.4554057142857143,0.9621008279151232,"Ethereum price at Jul 19, 2024 at 5pm EDT? $3,560 to 3,599.99 | Ethereum price at Oct 18, 2024 at 5pm EDT? $2,600 to 2,639.99 | Ethereum price at Jul 19, 2024 at 5pm EDT? $3,480 to 3,519.99 | Ethereum price at Jun 21, 2024 at 5pm EDT? $3,440 to 3,479.99 | Ethereum price at Jul 24, 2024 at 5pm EDT? $3,480 to 3,519.99"
text,train,13,699,616,54,KXNCAAMBGAME,0.21602288984263232,unavailable,0.46254734231164885,0.2727470392245267,0.1016,0.8636666666666667,0.8473379933330532,Boston College at Pittsburgh Winner? Boston College | Oklahoma at Texas Winner? Oklahoma | Oklahoma at Nebraska Winner? Oklahoma | UCLA at Indiana Winner? Indiana | Georgia St. at Cincinnati Winner? Cincinnati
text,train,14,537,423,12,HIGHAUS,0.45251396648044695,unavailable,0.21704837232103372,0.15120616441089532,0.03641613091759205,0.4270476190476192,0.8204451608031837,"Will the **high temp in Austin** be 105-106° on Jul 13, 2023? 105° to 106° | Will the **high temp in Austin** be 103-104° on Jul 22, 2023? 103° to 104° | Will the **high temp in Austin** be 103-104° on Jul 26, 2023? 103° to 104° | Will the **high temp in Austin** be 103-104° on Jun 20, 2023? 103° to 104° | Will the **high temp in Austin** be 101-102° on Jul 30, 2023? 101° to 102°"
text,train,15,197,155,19,KXNCAAMBSPREAD,0.41116751269035534,unavailable,0.4772289036529626,0.19219146659831995,0.19605360824742268,0.7119142857142858,0.975711524914068,South Florida wins by over 1.5 points? South Florida wins by over 1.5 points | South Alabama wins by over 5.5 points? South Alabama wins by over 5.5 points | Kansas wins by over 2.5 Points? Kansas wins by over 2.5 Points | Kennesaw St. wins by over 7.5 points? Kennesaw St. wins by over 7.5 points | Alabama wins by over 10.5 points? Alabama wins by over 10.5 points
text,test,1,63,42,38,KXLEAVITTSMFMENTION,0.07936507936507936,unavailable,0.4830675273784791,0.2413573816731303,0.1458095238095238,0.817377777777778,0.9108691079534489,What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Biden | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Dead | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Donetsk | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Guarantee | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Immigration
text,test,2,8,5,5,KXEPSTEINLIST,0.5,unavailable,0.44892279465800833,0.2913168834236276,0.17203846153846153,0.8242,0.9508476357601877,Who will be named in Epstein documents released in 2025? Alan Dershowitz | Who will be named in Epstein documents released in 2025? Jay-Z | Who will be named in Epstein documents released in 2025? Stephen Hawking | Who will be named in Epstein documents released in 2025? Bill Clinton | Will Massachusetts vote to allow ride-sharing unions? Vote in favor
text,test,3,51,42,4,KXSHIBAD,0.9411764705882353,unavailable,0.4663874436844784,0.22167001883027432,0.19733333333333333,0.79,0.8961809733063727,"Shiba Inu price  on Jun 7, 2025? $0.0000125 or above | Shiba Inu price  on Sep 13, 2025? $0.0000145 or above | Shiba Inu price  on Jul 20, 2025? $0.0000155 or above | Shiba Inu price  on Jun 28, 2025? $0.0000115 or above | Shiba Inu price  on Jun 25, 2025? $0.000012 or above"
text,test,4,42,31,31,KXRTMINECRAFT,0.047619047619047616,unavailable,0.5014368856002933,0.26007498678721336,0.18015606433850168,0.8297966101694915,0.6753152326140165,"When will the national guard leave LA? Before Jun 13, 2025 | When will the national guard leave LA? Before Jun 27, 2025 | Will Texas Governor Greg Abbott veto the SB3 THC ban? Before Sep 2025 | Las Vegas GP: Qualify in Pole Position Lando Norris | Will the House pass a **reconciliation bill** before December 20, 2021? Passes"
text,test,7,12,12,9,HOT100,0.16666666666666666,unavailable,0.3795350572047001,0.264858288634989,0.08105,0.7762500000000001,0.8281893400054893,Artists hitting the Billboard top 20 this year? Eminem | Will Golden be the #1 song on the Billboard Hot 100 charts this week? Golden | Will Die With a Smile win Song of the Year at the Grammys? Die With a Smile | Will Lovin On Me be the #1 song on the Billboard Hot 100 charts this week? Lovin On Me | Will Love Somebody be the #1 song on the Billboard Hot 100 charts this week? Love Somebody
text,test,8,43,37,1,KXNCAAFTOTAL,1.0,unavailable,0.5169876812524519,0.1170636279953223,0.4224571428571428,0.6660923076923077,0.9986896570504271,Washington at Wisconsin: Total Points Over 32.5 points scored | Furman at Clemson: Total Points Over 52.5 points scored | LSU at Alabama: Total Points Over 49.5 points scored | Vanderbilt at Texas: Total Points Over 45.5 points scored | Furman at Clemson: Total Points Over 55.5 points scored
text,test,9,66,61,35,KXAAAGASM,0.13636363636363635,unavailable,0.48216590459701136,0.2752161496299983,0.13566666666666666,0.8754305555555555,0.778091965671211,"Will there be more than 10 bird flu cases in 2024? Above 10 | Will **initial jobless claims** be higher than 230,000 for the week ending February 26, 2022? Above 230,000 | Will initial jobless claims be higher than 350,000 for the week ending August 28, 2021? Above 350,000 | Will **initial jobless claims** be higher than 200,000 for the week ending November 27, 2021? Above 200,000 | Will **inflation** rise more than 0.4% in January 2022? Above 0.4%"
text,test,10,64,42,25,INXW,0.21875,unavailable,0.26381528320597536,0.2391424906816285,0.02306666666666667,0.6007692307692308,0.8152469589573337,"Will the S&P 500 be between 4150 and 4200 at the end of June 17, 2022? 4150 to 4200 | Will between 400 and 409 House vote Yea on a bill that mandates any part of the federal government release files related to Jeffrey Epstein? Between 400 and 409 | Will between 220 and 229 House vote Yea on a bill that mandates any part of the federal government release files related to Jeffrey Epstein? Between 220 and 229 | Will between 380 and 389 House vote Yea on a bill that mandates any part of the federal government release files related to Jeffrey Epstein? Between 380 and 389 | Will the S&P 500 be between 3850 and 3899.99 at the end of July 22, 2022? 3850 to 3899.99"
text,test,11,34,25,25,KXMARMAD,0.14705882352941177,unavailable,0.30695718415679657,0.32245423912986604,0.01,0.8393,0.9231086643078145,Will Bayern Munich win the Club World Cup Group C? Bayern Munich | Will the Vanderbilt win the SEC Men's Basketball Tournament? Vanderbilt | Will the Kentucky win the SEC Men's Basketball Tournament? Kentucky | Will the Texas A&M win the SEC Men's Basketball Tournament? Texas A&M | Will the Colorado State win the March Madness? Colorado State
text,test,12,384,245,4,KXETHD,0.7421875,unavailable,0.49661625394059783,0.2558609606828481,0.15765,0.8407613636363637,0.9844834028899146,"Ethereum price at Nov 16, 2025 at 5pm EST? $3,220 or above | Ethereum price at Nov 14, 2025 at 5pm EST? $3,130 or above | Ethereum price at Nov 21, 2025 at 5pm EST? $2,760 or above | Ethereum price at Nov 21, 2025 at 5pm EST? $2,880 or above | Ethereum price at Nov 19, 2025 at 5pm EST? $2,890 or above"
text,test,13,288,257,16,KXNHLGAME,0.34375,unavailable,0.5111204212883076,0.20665213226650045,0.22564039535883113,0.7886402116402117,0.8956523677696097,Indianapolis at Cincinnati Winner? Cincinnati | Seattle at Washington Winner? Seattle | Baltimore at Washington Winner? Baltimore | Buffalo at Atlanta Winner? Buffalo | Best Hip-Hop winner at VMAs? Kendrick Lamar
text,test,15,171,115,8,KXNBASPREAD,0.9532163742690059,unavailable,0.4183622532701348,0.18041240380120957,0.15375,0.6606666666666666,0.9787363452021415,Houston wins by over 6.5 Points? Houston wins by over 6.5 Points | Houston wins by over 7.5 Points? Houston wins by over 7.5 Points | Houston wins by over 1.5 Points? Houston wins by over 1.5 Points | Houston wins by over 9.5 Points? Houston wins by over 9.5 Points | Houston wins by over 9.5 Points? Houston wins by over 9.5 Points
text_price,train,0,696,523,12,KXHIGHAUS,0.48563218390804597,unavailable,0.22212566650898985,0.1462856166843316,0.04069196428571428,0.423030193236715,0.749128374505506,"Will the **high temp in Austin** be 105-106° on Jul 13, 2023? 105° to 106° | Will the **high temp in Austin** be 103-104° on Jul 22, 2023? 103° to 104° | Will the **high temp in Austin** be 103-104° on Jul 26, 2023? 103° to 104° | Will the **high temp in Austin** be 101-102° on Jul 13, 2023? 101° to 102° | Will the **high temp in Austin** be 103-104° on Jun 20, 2023? 103° to 104°"
text_price,train,1,789,401,5,KXBTC,0.7401774397972116,unavailable,0.16053921656741846,0.12372463146464813,0.02049763505103311,0.32414285714285723,0.8861214215710216,"Bitcoin price range  on Jun 25, 2024? $61,000 to 61,499.99 | Bitcoin price range  on Sep 19, 2024? $62,500 to 62,999.99 | Bitcoin price range  on Oct 4, 2024? $61,500 to 61,999.99 | Bitcoin price range  on Sep 30, 2024? $62,500 to 62,999.99 | Bitcoin price range  on Aug 14, 2024? $60,000 to 60,499.99"
text_price,train,2,479,364,96,KXSECPRESSMENTION,0.1649269311064718,unavailable,0.4816198665009824,0.26409921206428644,0.11898701298701299,0.8372236842105263,0.6177959893390226,Who will be the next New York Jets head coach? Rex Ryan | Will it **rain** in New York City on Monday? Above 0in | Will it rain in Seattle on Friday? Above 0in | Will it **rain** in New York City on Tuesday? Above 0in | Will it **rain in New York City** on Wednesday? Above 0in
text_price,train,3,663,603,75,KXNCAAMBGAME,0.2277526395173454,unavailable,0.4615110321535758,0.28212386626843233,0.08515050167224081,0.8704888888888892,0.8620615815949342,Sao Paulo Grand Prix Winner? Max Verstappen | F1 Canadian Grand Prix Winner? Max Verstappen | Best College Athlete – Men’s Sports winner at the ESPYS? Travis Hunter | F1 Monaco Grand Prix Winner? Max Verstappen | F1 Monaco Grand Prix Podium Finishers? George Russell
text_price,train,4,1045,792,29,HIGHNY,0.4995215311004785,unavailable,0.21771074124667975,0.16886127378746246,0.03,0.4487926829268293,0.7107616399046447,"Will the **high temp in NYC** be 28-29° on Feb 4, 2023? 28° to 29° | Will the **high temp in NYC** be 35-36° on Jan 22, 2024? 35° to 36° | Will the **high temp in NYC** be 47-48° on Feb 19, 2023? 47° to 48° | Will the **high temp in NYC** be 45-46° on Feb 16, 2024? 45° to 46° | Will the **high temp in NYC** be 50-51° on Feb 8, 2023? 50° to 51°"
text_price,train,5,413,355,39,KXSPOTIFYD,0.3171912832929782,unavailable,0.40636315021284003,0.33144553728914333,0.028000000000000008,0.9106620689655173,0.8762292555141128,"Will the top Song on Jul 20, 2025 be DAISIES? DAISIES | Will the top Song on Oct 27, 2025 be Opalite? Opalite | Will the top Song on Jul 21, 2025 be DAISIES? DAISIES | Will the top Song on Feb 2, 2025 be Timeless? Timeless | Will the top Song on Jan 28, 2025 be Die With A Smile? Die With A Smile"
text_price,train,6,564,243,136,KXTRUMPMENTION,0.22695035460992907,unavailable,0.49092689359062525,0.24668159362910666,0.1689529411764706,0.8421695067264574,0.9321300034940785,What will Pete Hegseth say during remarks at the National Defense University on November 7th? DEI | What will Donald Trump say during Troop Visit and Remarks on the USS George Washington? Democrat | What will Trump say during his speech at the Macomb County Rally? Sleepy Joe | What will Trump say during his speech at the Macomb County Rally? El Salvador | What will Cynthia Erivo say during The Tonight Show Starring Jimmy Fallon? Costume
text_price,train,7,919,726,6,HIGHCHI,0.6605005440696409,unavailable,0.25454260377947213,0.17370148797843787,0.05485714285714287,0.4631612903225808,0.7796134534760506,"Will the high temp in Chicago be 29-30° on Feb 17, 2023? 29° to 30° | Will the high temp in Chicago be 48-49° on Apr 22, 2023? 48° to 49° | Will the high temp in Chicago be 48-49° on Oct 18, 2022? 48° to 49° | Will the high temp in Chicago be 12-13° on Jan 19, 2024? 12° to 13° | Will the high temp in Chicago be 52-53° on Oct 16, 2023? 52° to 53°"
text_price,train,8,332,282,109,TSAW,0.10240963855421686,unavailable,0.47856556888233537,0.28295937647689573,0.09401279069767442,0.8828857142857147,0.8254644519686776,Will there be more than 4 major Atlantic hurricanes in 2022? Above 4 | Will there be more than 5 major Atlantic hurricanes in 2022? Above 5 | Will there be more than 100 tornadoes in August? Above 100 | Will there be more than 375 tornadoes in April? Above 375 | Will there be more than 300 tornadoes in April? Above 300
text_price,train,9,191,150,14,KXNCAAMBSPREAD,0.42408376963350786,unavailable,0.4761152097377791,0.19057550635017512,0.19399999999999998,0.707857142857143,0.9877014570628515,South Florida wins by over 1.5 points? South Florida wins by over 1.5 points | Kennesaw St. wins by over 7.5 points? Kennesaw St. wins by over 7.5 points | Kansas wins by over 5.5 points? Kansas wins by over 5.5 points | Indiana wins by over 5.5 points? Indiana wins by over 5.5 points | Boston College wins by over 6.5 points? Boston College wins by over 6.5 points
text_price,train,10,875,645,47,KXHIGHLAX,0.31314285714285717,unavailable,0.21607238506864795,0.17028837180596781,0.03368005952380952,0.43952228330798937,0.7113753978759086,"Will the **high temp in LA** be 54-55° on Mar 11, 2025? 54° to 55° | Will the **high temp in LA** be <56° on Feb 13, 2025? 55° or below | Will the **high temp in LA** be 60-61° on Feb 16, 2025? 60° to 61° | Will the **high temp in LA** be <55° on Jan 25, 2025? 54° or below | Will the **high temp in LA** be 54-55° on Mar 14, 2025? 54° to 55°"
text_price,train,11,397,256,11,KXNBATOTAL,0.5037783375314862,unavailable,0.4724635779706729,0.20290130087331623,0.18742857142857144,0.7648706896551726,0.9169754807666983,Los Angeles C at Philadelphia: Total Points Over 222.5 points scored | Los Angeles C at Philadelphia: Total Points Over 225.5 points scored | Los Angeles L at Sacramento: Total Points Over 224.5 points scored | Los Angeles L at Charlotte: Total Points Over 243.5 points scored | Atlanta at Los Angeles C: Total Points Over 225.5 points scored
text_price,train,12,913,498,24,KXBTCD,0.6856516976998904,unavailable,0.5044136528876629,0.2516106752866824,0.14742857142857144,0.8464333333333334,0.8922767828922825,"Bitcoin price  on May 19, 2025? $103,250 or above | Bitcoin price  on May 10, 2025? $103,250 or above | Bitcoin price  on Jun 24, 2024? $61,000 or above | Bitcoin price  on Aug 21, 2024? $61,250 or above | Bitcoin price  on May 12, 2025? $101,750 or above"
text_price,train,13,1023,821,32,HIGHMIA,0.2991202346041056,unavailable,0.25602971162595006,0.17822015339459482,0.04352727272727273,0.511436507936508,0.5699988935385313,"Will the **high temp in Miami** be 97-98° on Aug 20, 2025? 97° to 98° | Will the **high temp in Miami** be >97° on Jul 25, 2023? 98° or above | Will the **high temp in Miami** be >96° on Oct 13, 2023? 97° or above | Will the **high temp in Miami** be >97° on Aug 7, 2024? 98° or above | Will the **high temp in Miami** be >96° on Aug 11, 2023? 97° or above"
text_price,train,14,315,266,79,KXATPMATCH,0.19682539682539682,unavailable,0.3853518873025958,0.2875715980172784,0.0272967032967033,0.7945869074492101,0.9680339918452902,Will Lando Norris win the F1 Australian Grand Prix? Lando Norris | Will Kyrian Jacquet win the Jacquet vs Van Assche match? Kyrian Jacquet | Will Adrian Mannarino win the Cazaux vs Mannarino match? Adrian Mannarino | Will Magda Linette win the Arango vs Linette match? Magda Linette | Will Damir Dzumhur win the Dzumhur vs Fearnley match? Damir Dzumhur
text_price,train,15,349,223,15,KXETH,0.7507163323782235,unavailable,0.24329929247883578,0.15779865655722736,0.07852380952380952,0.4553028571428572,0.9603369811532075,"Ethereum price at Jun 21, 2024 at 5pm EDT? $3,440 to 3,479.99 | Ethereum price at Oct 18, 2024 at 5pm EDT? $2,600 to 2,639.99 | Ethereum price at Jul 5, 2024 at 5pm EDT? $2,920 to 2,959.99 | Ethereum price at Oct 7, 2024 at 5pm EDT? $2,400 to 2,439.99 | Ethereum price at Oct 15, 2024 at 5pm EDT? $2,600 to 2,639.99"
text_price,test,2,53,43,29,KXWNBAGAME,0.1509433962264151,unavailable,0.5379473415241451,0.240723990160962,0.20349246735855375,0.8231250000000001,0.6454569840693672,Will it snow more than 2 inches in New York City on Friday? Above 2in | Will it snow more than 3 inches in New York City on Thursday? Above 3in | Will the high in New York City be over 84° on Sunday? Above 84° | Denver at New York J Winner? New York J | New England at New York G Winner? New York G
text_price,test,3,306,268,28,KXNHLGAME,0.31699346405228757,unavailable,0.474792398563541,0.22393073371872238,0.15452380952380954,0.7602380952380953,0.8725050263083236,Indianapolis at Cincinnati Winner? Cincinnati | Las Vegas vs Indiana Winner? Indiana | Seattle at Washington Winner? Seattle | Las Vegas vs Washington Winner? Washington | Los Angeles vs Indiana Winner? Los Angeles
text_price,test,4,2,1,1,POPVOTEMOVSMALL,1.0,unavailable,0.014931764820974368,0.0066024072324740776,0.011196879279984348,0.01866665036196439,1.0,Will the popular vote margin of victory for  be between 2.50 and 2.74? Trump by 2.50-2.74% | Will the popular vote margin of victory for  be between 3.50 and 3.74? Trump by 3.50-3.74%
text_price,test,5,6,6,6,KXFESTIVALEVENTTOMMORROWLAND,0.16666666666666666,unavailable,0.5105138888888889,0.3061627400250227,0.20233333333333334,0.8423333333333334,0.7910977168916639,Artists hitting the Billboard top 20 this year? Eminem | Will Golden be the #1 song on the Billboard Hot 100 charts this week? Golden | Will Die With a Smile win Song of the Year at the Grammys? Die With a Smile | Will tariffs on steel come into effect before Apr 2025? Before Apr 2025 | 2025 Best Supporting Actress Oscar nominations? Margaret Qualley
text_price,test,6,70,47,42,KXNYCMDEBMENTION,0.07142857142857142,unavailable,0.4641171726836598,0.2477172973161896,0.12244642857142858,0.8004222222222223,0.8883751863264817,What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Guarantee | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Dead | What will Donald Trump say during next interview on 60 Minutes with Donald Trump? Maduro | What will Trump say during Next Bilateral Meeting with a Foreign Leader in the Oval Office? Immigration | Will Donald Trump Jr. join the Trump Administration? Donald Trump Jr.
text_price,test,8,74,65,41,KXAAAGASM,0.12162162162162163,unavailable,0.43758045388983885,0.2892409569090474,0.0728909090909091,0.8747583333333334,0.8008633636652899,Will **inflation** rise more than 0.5% in January 2022? Above 0.5% | Will core inflation rise more than 0.2% in August? Above 0.2% | Will there be more than 10 bird flu cases in 2024? Above 10 | Will the Consumer Price Index (CPI) increase more than 0.4% in August? Above 0.4% | Will CPI rise more than -2% in September 2023? Above -2%
text_price,test,9,169,112,5,KXNBASPREAD,0.9644970414201184,unavailable,0.4231623183176305,0.18134660340283165,0.15989285714285714,0.674,0.9829626999020966,Boston wins by over 5.5 Points? Boston wins by over 5.5 Points | Houston wins by over 9.5 Points? Houston wins by over 9.5 Points | Detroit wins by over 2.5 Points? Detroit wins by over 2.5 Points | Houston wins by over 1.5 Points? Houston wins by over 1.5 Points | Phoenix wins by over 1.5 Points? Phoenix wins by over 1.5 Points
text_price,test,10,21,16,15,KXEPSTEINLIST,0.19047619047619047,unavailable,0.41437702478579663,0.26609413597666615,0.11307692307692309,0.79,0.8383157267571262,"Who will be named in Epstein documents released in 2025? Jay-Z | Who will be named in Epstein documents released in 2025? Alan Dershowitz | Who will be named in Epstein documents released in 2025? Stephen Hawking | Who will be named in Epstein documents released in 2025? Bill Clinton | When will the national guard leave LA? Before Jun 13, 2025"
text_price,test,11,43,37,1,KXNCAAFTOTAL,1.0,unavailable,0.5169876812524519,0.1170636279953223,0.4224571428571428,0.6660923076923077,0.9986896570504271,Vanderbilt at Texas: Total Points Over 45.5 points scored | LSU at Alabama: Total Points Over 49.5 points scored | Furman at Clemson: Total Points Over 52.5 points scored | Furman at Clemson: Total Points Over 55.5 points scored | Arizona at Iowa St.: Point Total Total Points? Over 48.5 points scored
text_price,test,12,52,43,5,KXSHIBAD,0.9230769230769231,unavailable,0.46997339943779887,0.22100404303948318,0.20260000000000003,0.7877777777777778,0.88890679239743,"Shiba Inu price  on Jul 20, 2025? $0.0000155 or above | Shiba Inu price  on Sep 13, 2025? $0.0000145 or above | Shiba Inu price  on Jun 28, 2025? $0.0000115 or above | Shiba Inu price  on Jul 15, 2025? $0.0000135 or above | Shiba Inu price  on Apr 15, 2025? $0.000012 or above"
text_price,test,13,4,4,4,KXGAETZ,0.25,unavailable,0.3371876218323587,0.1126167436935711,0.2406037037037037,0.44705847953216377,0.586019950132806,"Will Texas Governor Greg Abbott veto the SB3 THC ban? Before Sep 2025 | Eminem has a #1 album in 2024? In 2024 | Will the House vote to release the Gaetz ethics report before Dec 8, 2024? Before Dec 8, 2024 | Elic Ayomanor records 5+ receptions Elic Ayomanor: 5+"
text_price,test,14,33,24,24,KXMARMAD,0.15151515151515152,unavailable,0.29742774817886397,0.32255538819996454,0.01,0.8408666666666668,0.9267583227767997,Will the Montreal Alouettes win the CFL Grey Cup? Montreal Alouettes | Will Democratics win the Senate race in Montana? Jon Tester | Will the Duke win the March Madness? Duke | Will the Lazio win the Europa League Championship? Lazio | Will the Kentucky win the SEC Men's Basketball Tournament? Kentucky
text_price,test,15,393,251,6,KXETHD,0.7251908396946565,unavailable,0.49474170094385567,0.2556960037926815,0.1576,0.8408106060606061,0.9775268338007287,"Ethereum price at Nov 16, 2025 at 5pm EST? $3,220 or above | Ethereum price at Feb 13, 2025 at 5pm EST? $2,680 or above | Ethereum price at Nov 18, 2025 at 5pm EST? $3,190 or above | Ethereum price at Oct 14, 2024 at 5pm EDT? $2,640 or above | Ethereum price at Nov 21, 2025 at 5pm EST? $2,880 or above"
